"EpicuroAcido","@gino_rt @gsalazarq @MariaCespedesc @PCaterianoB Y el 28 de julio el presidente va al Te deum...

Estado laico? xD","Cuestion-de-confianza",2,"2020-08-06 01:29:40",1.29118463506669E+018,"gino_rt","EpicuroAcido"
"gino_rt","@EpicuroAcido @gsalazarq @MariaCespedesc @PCaterianoB El presidente va si quiere, no está obligado a ir.  No es parte de la obligación del Presidente ni está escrito en ninguna ley. No existe una religión de Estado, aquí existe libertad de consciencia y de religión de manera individual o asociada.😎","Cuestion-de-confianza",2,"2020-08-06 01:55:09",1.29119104707539E+018,"EpicuroAcido","gino_rt"
"EpicuroAcido","@gino_rt @gsalazarq @MariaCespedesc @PCaterianoB Si claro y la patrona de la Policía es Santa Rosa de Lima...

Estado laico? xD","Cuestion-de-confianza",2,"2020-08-06 02:01:16",1.29119258769775E+018,"gino_rt","EpicuroAcido"
"gino_rt","@EpicuroAcido @gsalazarq @MariaCespedesc @PCaterianoB A ver, que parte de libertad de consciencia y de religión no entiendes?  Tienes problemas de comprensión lectora? El Estado no obliga a nadie a creer o aceptar alguna religión, el  Perú es un estado laico, lo contrario sería un estado confesional..🤦🙄","Cuestion-de-confianza",2,"2020-08-06 02:09:32",1.29119466493933E+018,"EpicuroAcido","gino_rt"
"sawasqa","@Conny2407 @MariaCespedesc @PCaterianoB No puedes declarar respecto de entrada y luego insinuar desconocimiento.
La posición política esta precisa y clara, respecto de quien da Luz Verde.","Cuestion-de-confianza",2,"2020-08-05 17:31:24",1.29106427444248E+018,"Conny2407","sawasqa"
"RGersonLC","@NinahuamanJose @MariaCespedesc @PCaterianoB Toda actividad económica contamina; inclusive la agricultura contamina más que la minería","Cuestion-de-confianza",2,"2020-08-05 17:01:25",1.29105672886856E+018,"NinahuamanJose","RGersonLC"
"YarlequeE","@RGersonLC @NinahuamanJose @MariaCespedesc @PCaterianoB Si es OGM si","Cuestion-de-confianza",2,"2020-08-05 17:39:45",1.29106637603196E+018,"RGersonLC","YarlequeE"
"Hola12378409418","@NinahuamanJose @MariaCespedesc @PCaterianoB Cállate sarnoso sigue llorando a tu ídolo Cateriano","Cuestion-de-confianza",3,"2020-08-05 17:00:22",1.29105646289102E+018,"NinahuamanJose","Hola12378409418"
"Sobrevi30272146","@camila70_ @MariaCespedesc @PCaterianoB Deberíamos tener regiones más desarrollados con los presupuestos millonarios que cuentan, lamentablemente desdes sus alcaldes son incompetentes.","Cuestion-de-confianza",2,"2020-08-05 17:38:32",1.29106607050637E+018,"camila70_","Sobrevi30272146"
"r_lavieri","@alfreditocp @MariaCespedesc @PCaterianoB @MartinVizcarraC +50 mil muertos y Cateriano ofrece tren rápido!? Nuevo gabinete capaz o que renuncie #Vizcarra , está llevando el país a la ruina!","Cuestion-de-confianza",2,"2020-08-05 19:52:50",1.2910998672097E+018,"alfreditocp","r_lavieri"
"kbrothoughts","@r_lavieri @alfreditocp @MariaCespedesc @PCaterianoB @MartinVizcarraC Usted es consciente de la crisis que generaría algo como lo que usted plantea? En plena emergencia? es cierto Vizcarra tiene errores y si ha cometido alguna irregularidad deberá ser fiscalizado, pero de ahí a destrozar el ejecutivo?","Cuestion-de-confianza",2,"2020-08-05 20:30:27",1.29110933482338E+018,"r_lavieri","kbrothoughts"
"alfreditocp","@kbrothoughts @r_lavieri @MariaCespedesc @PCaterianoB @MartinVizcarraC Pagamos caro porque los aspirantes a presidentes no evalúan el desempeño profesional de las personas que lo acompañan en su equipo (se guían por traer alguien que diversifique su entorno) y ahora se aprecian las consecuencias.","Cuestion-de-confianza",2,"2020-08-05 22:09:45",1.29113432234757E+018,"kbrothoughts","alfreditocp"
"EpicuroAcido","@mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Tiene más currículum que Keiko.","Cuestion-de-confianza",2,"2020-08-06 01:30:15",1.29118478007218E+018,"mercedes220894","EpicuroAcido"
"mustafa0295","@EpicuroAcido @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru ya aburres con eso","Cuestion-de-confianza",2,"2020-08-06 02:10:37",1.29119493972504E+018,"EpicuroAcido","mustafa0295"
"FinMismo","@mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru No sé qué coherencia tiene tu comentario, si muy bien se sabe que por años nos han robado políticos con estudios hasta en el extranjero.","Cuestion-de-confianza",3,"2020-08-05 22:07:09",1.29113366851425E+018,"mercedes220894","FinMismo"
"mercedes220894","@FinMismo @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru esos brutos van a robar el doble y su excusa va a ser que no saben lo que firmaban
asi que no defiendas a esos brutos","Cuestion-de-confianza",2,"2020-08-05 23:21:00",1.2911522560003E+018,"FinMismo","mercedes220894"
"CharlesVsquez2","@FinMismo @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Y por eso voy a meter a alguien que vende frutas en el mercado, que es un trabajo digno? Y que va gastar de nuestros impuestos en asesores?","Cuestion-de-confianza",3,"2020-08-05 22:58:14",1.29114652554506E+018,"FinMismo","CharlesVsquez2"
"FinMismo","@CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Tal vez pensaban que iba a pasar lo mismo que Susy Díaz y sus asesores, que la ayudaron a proponer varios proyectos de ley. Muy a aparte, era el único partido que no se había embarrado de heces.","Cuestion-de-confianza",2,"2020-08-05 23:02:15",1.29114753508885E+018,"CharlesVsquez2","FinMismo"
"CWWYX","@FinMismo @CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Era el único partido que nadie conocía. Es diferente.","Cuestion-de-confianza",2,"2020-08-05 23:06:03",1.29114849181379E+018,"FinMismo","CWWYX"
"FinMismo","@CWWYX @CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Si se conocía, tiene más de 20 años intentando.","Cuestion-de-confianza",2,"2020-08-05 23:31:23",1.29115486823382E+018,"CWWYX","FinMismo"
"CWWYX","@FinMismo @CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Lo mismo que otros partidos, pero a diferencia de ellos, el Frepap no ha estado expuesto a la prensa. Recuerda que una vez elegidos, comenzaron sus destapes.","Cuestion-de-confianza",2,"2020-08-06 01:52:56",1.29119048964807E+018,"FinMismo","CWWYX"
"JoyceqGarcia","@ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Nada de análisis de parte de esta señora, cero análisis, personas así no deben llegar nunca a puestos ir deciden la vida de un país. Bien llamados inimputable https://t.co/2IDRNPnzDl","Cuestion-de-confianza",2,"2020-08-05 16:56:09",1.29105540481074E+018,"ETJHILTON","JoyceqGarcia"
"Diana67910695","@JoyceqGarcia @ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Y los que tanto estudian y analizan que han hecho por él país, nada!, y está señora cero análisis como la describes ayuda más con actos solidaridad y el pueblo, acto que los analistas nunca sabrán.","Cuestion-de-confianza",2,"2020-08-05 22:01:01",1.29113212361372E+018,"JoyceqGarcia","Diana67910695"
"Hola12378409418","@JoyceqGarcia @ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Están muriendo Miles,microempresas quebradas, interés leoninos de bancos y ....la basura de Cateriano viene hablar de trenes, proyecto mineros grandeza y más grandeza. Qsvcsmare","Cuestion-de-confianza",3,"2020-08-05 17:03:39",1.29105729218462E+018,"JoyceqGarcia","Hola12378409418"
"JoyceqGarcia","@Diana67910695 @ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Entonces entregale la conducción del país al frepap y a UPP, y verás el despilfarro y desorden en poco tiempo y luego la ruina completa. Ya se vivió algo parecido con la reforma agraria, se entregó la administración de bienes y tierras a quienes no estaban preparados.","Cuestion-de-confianza",2,"2020-08-05 22:15:09",1.29113568066029E+018,"Diana67910695","JoyceqGarcia"
"RGersonLC","@LaMari16445930 @MariaCespedesc @esquinabaja @PCaterianoB A falta de argumentos o inteligencia paea debatir, el ignorante escupe.","Cuestion-de-confianza",2,"2020-08-05 17:05:42",1.29105780542056E+018,"LaMari16445930","RGersonLC"
"anto5227","@mercedes220894 @MariaCespedesc @PCaterianoB Muchos políticos de saco y corbata con estudios en Harvard nos han robado, la ética con el grado de estudio nada tiene que ver, urge políticos #incorruptibles. Y usted por decir burros a las personas habla su grado de educación y siendo troll, burra o burro es usted.","Cuestion-de-confianza",2,"2020-08-06 01:57:56",1.29119174971346E+018,"mercedes220894","anto5227"
